0.000000000000000000e+00 1.112734291701684164e+01 1.676786070039267784e+01 1.848912590801111833e+01 2.041334093184718057e+01 2.376994840433230038e+01 
1.249999999999999809e-03 1.044052129923200667e+01 1.612896109696071179e+01 1.785976022700227972e+01 1.977630500475267894e+01 2.294941754750514207e+01 
2.499999999999999618e-03 9.770949288217629203e+00 1.548933753158726745e+01 1.722794159333016140e+01 1.913229255039828303e+01 2.211995650042568329e+01 
3.749999999999999428e-03 9.797332259402880439e+00 1.552305827775843383e+01 1.726801313728467235e+01 1.915650777373992497e+01 2.196192899410158716e+01 
4.999999999999999237e-03 1.052631785654157603e+01 1.623155221016384786e+01 1.798034935225424036e+01 1.984944791832771216e+01 2.248116800134982896e+01 
6.249999999999998612e-03 1.124798395480831914e+01 1.694142591055188518e+01 1.869196684085707361e+01 2.053822615407719709e+01 2.300710375781994088e+01 
7.499999999999998855e-03 1.126942248478894193e+01 1.698046478299514206e+01 1.872738433764844501e+01 2.054689721161706828e+01 2.286790340425818613e+01 
8.749999999999999098e-03 1.060970159919668276e+01 1.634498881151109018e+01 1.808446177314070269e+01 1.987458076128823237e+01 2.206495638498763157e+01 
9.999999999999998473e-03 9.961453302773380258e+00 1.570447256115149415e+01 1.743554346394696353e+01 1.919500468791158454e+01 2.127527375809853183e+01 
1.124999999999999785e-02 1.000030890851288845e+01 1.573324103048842737e+01 1.745564351057935326e+01 1.918437335738567739e+01 2.117669581464424056e+01 
1.249999999999999722e-02 1.074220348818191439e+01 1.643428415880466176e+01 1.814722388594249480e+01 1.984611664798405428e+01 2.177289116756130127e+01 
1.374999999999999833e-02 1.147426074855389011e+01 1.713746437519476018e+01 1.883929252347307326e+01 2.050871498449986774e+01 2.239054933364336719e+01 
1.499999999999999771e-02 1.150378432539263507e+01 1.716939331272723024e+01 1.885665619059003362e+01 2.049663436308879128e+01 2.235335836828251033e+01 
1.624999999999999709e-02 1.085325183895549195e+01 1.652538491668119391e+01 1.819607390964350913e+01 1.980739187510131316e+01 2.165644946815463356e+01 
1.749999999999999820e-02 1.020997872920629312e+01 1.587345786379650114e+01 1.752852994028608435e+01 1.911331844379827416e+01 2.097100992765227190e+01 
1.874999999999999584e-02 1.024937286488955301e+01 1.588830441728027054e+01 1.752940820288960566e+01 1.909057606296345710e+01 2.097105771024534349e+01 
1.999999999999999695e-02 1.098984339912090036e+01 1.657487557887478857e+01 1.820286511630650139e+01 1.974358756442389407e+01 2.165811709673018370e+01 
2.124999999999999806e-02 1.171964290741141568e+01 1.726430432458307607e+01 1.887918519403233475e+01 2.040161756784977598e+01 2.235724708211823497e+01 
2.249999999999999570e-02 1.174636116967731780e+01 1.728309030374943234e+01 1.888270738134030680e+01 2.038807078285802987e+01 2.238959017968659992e+01 
2.374999999999999681e-02 1.108898827218125938e+01 1.662491553536511191e+01 1.820846149333516450e+01 1.969807514323090558e+01 2.174731860858852883e+01 
2.499999999999999445e-02 1.043454351520098022e+01 1.595638363964582673e+01 1.752582698220826174e+01 1.900200461145326614e+01 2.109940634173899099e+01 
2.624999999999999556e-02 1.046221120802206350e+01 1.595254399922373878e+01 1.751036472098323671e+01 1.897569775319472996e+01 2.112012295347295776e+01 
2.749999999999999667e-02 1.118442503894643814e+01 1.662006192226155221e+01 1.816777604861930229e+01 1.962476873873714212e+01 2.181328413916500608e+01 
2.874999999999999431e-02 1.189602452808799882e+01 1.729174606075792298e+01 1.882963154408675877e+01 2.027949981227325438e+01 2.250646721577282605e+01 
2.999999999999999542e-02 1.190845758425471068e+01 1.729375717952401459e+01 1.881982856622984102e+01 2.026262056212664930e+01 2.252206947164780715e+01 
